"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:alemma,[word=""black""][word=""leather""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2018-12-14","and slide. </s><s> You need to turn yourself over to it, because you aren''t 100% in charge. </s><s> Not so with the Boxster. </s><s> In my tester''s","black leather","crib, sunshine pouring in, turbo whining away, I felt unfazed. </s><s> What can''t this glorious machine do? </s><s> Is there any way for"
"2018-12-18","students that visit Bathurst love to get a photo of themselves in the mayor''s chair. </s><s> The chair is nothing more than a","black leather","desk chair, as seen in most senior management offices, but that doesn''t stop them being eager for the chance to say they"
"2019-01-11","for the Food and Drug Administration, who brought her son Wade, 10, for a haircut. </s><s> After Wade had climbed into the","black leather","barber chair, Ms. Kramer put her face in her hands, clawing nervously at her chin. </s><s> She had turned down high-paying jobs"
"2019-01-24",", and can be kitted out comprehensively. </s><s> Plenty of trim material choices on the options list - the debut vehicle has a","black leather","interior with Scivaro Grey, Mandarin and Slate contrast trim as well as open-pore blackwood and chevron wood elements"
"2019-01-25","Catholic wife to have a real, living and current relationship with Jesus Christ just as I have. </s><s> Dressed in a weathered","black leather","jacket covering his hulking frame, snow-white Van Dyke beard and gleaming bald dome, MacDonald makes for a striking"
"2019-01-30","a camp ferocity to the mainstream and helped set a lot of kids like me free, with his art deco sexual ambiguity and raw,","black leather","bombast,"" he explained after his Paris show. </s><s> Of course, he couldn''t do it alone: which, since Larry himself passed away"
"2019-02-07",". </s><s> He said the Destiny Church contingent was out of place at Waitangi and disturbed the wairua (spirit) with their bling,","black leather",", and noisy motorbikes. </s><s> A spokesperson for the church said Mr Tamaki would not comment on Mr Jones'' comments. </s><s> ""This is"
"2019-02-13","with sister Kylie Jenner, 19, and her beau Tyga, 27. </s><s> The 21-year-old model showcased her long slim legs in skintight","black leather","trousers as she enjoyed a day of shopping at Ovadia & Sons in New York City on Tuesday. </s><s> Stunning sisters! </s><s> Kendall Jenner ("
"2019-02-14","different, 20mm width bands. these include black leather, white leather or a stainless steel mesh. </s><s> band options:","black leather",", white leather and a stainless steel mesh </s><s> CHICAGO -- Odds still favor the eventual construction of Barack Obama''s $500"
"2019-02-17","to the next as they caught a ride in a Rolls Royce. </s><s> Sofia slipped a black T-shirt over her tiny frame and carried a","black leather","bag across one shoulder as she stepped into the passenger''s seat. </s><s> Scott and Sofia dodged relationship rumors for"
"2019-02-25","really into all the badass women sporting pantsuits. </s><s> Fisher wore a classic Thom Browne black-and-white suit with a","black leather","purse to match her patent leather boots. </s><s> ""It feels more me,"" Fisher told Variety when asked why she chose the suit. </s><s> ""I"
"2019-02-25","for the triple camera and flash. </s><s> The back of the case is fabulous with a dark red matte plastic material with embedded","black leather","material and corner alloy screws. </s><s> The case is fully usable with wireless charging and Samsung Pay too. </s><s> Maxwell unaware"
"2019-03-14","stand to be next to each other, with Olivia looking increasingly awkward and miserable as she posed wearing skin-tight","black leather","trousers, teetering spiked ankle boots and a massive checked scarf wrapped around her body. </s><s> Gordon Ramsay Blasts"
"2019-03-30","and Wrangler. </s><s> Toledo''s area code is 419. </s><s> Other unique features include 17-inch Mid Gloss Black aluminum wheels and","black leather","seats with red accent stitching. </s><s> The launch edition will cost $60,815, which Jeep execs say is about the same as a loaded"
"2019-04-11","up jean dress under a red flannel shirt with black booties on. </s><s> Ki''yona was in a black lace bodysuit, high-waisted jeans,","black leather","jacket and bright red pumps. </s><s> ""I bet your lil'' sister wanna look like me,"" the City Girls rapped through the speakers as"
"2019-04-23","parted toward the side with tendrils cascading down her shoulders. </s><s> Her hands were full with a bevy of bags, including a","black leather","purse and bright red Adidas trainers. </s><s> Sam wore a green, black and white striped sweater with red shorts and a black"
"2019-05-11","slats and such wrapped in leather, for example. </s><s> But I''d still want hides on the most obvious surfaces, so I''d go with the","black leather","interior upgrade. </s><s> And as I''d obviously spend tons of time in the driver''s seat due to L.A.''s ridiculous traffic -- as"
"2019-05-13","the mother-of-two wore a smart yet casual outfit; she rocked a simple pair of trousers, a scarf yet again, a simple","black leather","bag and a luxurious navy tailored blazer that came with gold buttons. </s><s> READ: The Countess of Wessex rocks an amazing"
"2019-05-14","undercarriage. </s><s> Beautiful ''Honduras Maroon paint. </s><s> Very nice and original chrome, trim and glass. </s><s> Clean and original","black leather","interior. </s><s> Newer white convertible top. </s><s> Optional hardtop, Am/Fm radio, original spinner hubcaps and whitewall"
"2019-05-14","V-8 engine (Tipo F105CB) with Bosch K-Jetronic fuel injection </s><s> Stunning Rosso Corsa exterior paint with black trim and","black leather","interior </s><s> Documentation includes original leather binder containing original owner''s manual, original sales and"
"2019-05-19","inside, which sees the debut of BMW''s ''aluminium carbon structure gold anodised'' trim. </s><s> There''s also the finest","black leather","with beige contrast stitching and many, many badges. </s><s> General Mohamed Hamdan Dagalo, head of the Rapid Support Forces ("
"2019-06-05","for ""Dog''s Most Wanted."" </s><s> In one, Beth strikes a glamorous pose. </s><s> The primary photo from the batch shows Beth rocking a","black leather","jacket with stainless steel hardware, leopard-print miniskirt, and thigh-high black boots. </s><s> She accessorized with"
"2019-06-11","using 1.2mm thick sheets of aluminium, while the red paint has been matched to the original shade. </s><s> Inside, there''s","black leather","upholstery covering the carbon-fibre bucket seats, while an FIA-approved roll cage is also present. </s><s> The 4.7-litre"
"2019-06-19","Sigler </s><s> Vanderpump Rules star Stassi Schroeder meant business in a glittering silver suit paired with sophisticated","black leather","hand bag. </s><s> Molly Sims opted to stand out in a plunging black lace dress with ruffled sleeves. </s><s> The model radiated with her"
"2019-06-20","frock with a pink ribbon tied around her upper waist. </s><s> She also changed out of her big brown Uggs and got a pair of heeled","black leather","boots. </s><s> It''s fashion watch on Polygon, baby. </s><s> Aerith also used to wear thick metal bangles that look a bit like shackles,"
"2019-07-03","in the violence. </s><s> The suspects are described as one person with a black motorcycle-type helmet, a suspect with a","black leather","type baseball cap and a male in a pinkish-red and white baseball cap. </s><s> A blonde male seen in the background of one of the"
"2019-07-09","crop top, white jeans cut-off at the calves and black slides </s><s> Flashed her midriff: The 20-year-old had an embellished","black leather","strap diagonally across her chest and secured her jeans with a black leather belt </s><s> The Bachelorette: Hannah Brown"
"2019-07-18","needs; for example, if you plan to be ducking in between traffic you might want to keep their length that bit shorter. </s><s> The","black leather","grips came from Brooks and they are most certainly some of the finest handlebar grips money can buy: </s><s> Our discerning"
"2019-07-25",". </s><s> Then there''s the Onyx (black leather/black chrome frame), Posh (white leather/copper matte frame) and Artisan (","black leather","/copper matte frame). </s><s> The mechanical switches are tactile and clicky, meaning the feel and sound pretty wonderful. </s><s> It"
"2019-08-01","Dior in 1958 was greeted enthusiastically. </s><s> His 1960 collection for Dior appropriated the new ""Left Bank Style"", with","black leather","jackets, knitted turtlenecks, and crocodile jackets. </s><s> The fashion world watched with fascination as street fashion"
"2019-08-17","building. </s><s> ""I''m just calling in to see does my son fancy a couple of lunchtime pints,"" I try to tell one of the two grunts in","black leather","jackets who stop me on the front steps. </s><s> The dude tells me to put my hands against the wall, then he pats me down to make sure I"
"2019-09-06",""" </s><s> Then, on Thursday, Holmes sat front row at the Elie Tahari show alongside Chanel Iman and Delilah Belle Hamlin, clad in","black leather","pants and a light-wash denim jacket layered under a white cable-knit cardigan. </s><s> Time will tell if Holmes'' sweater"
"2019-10-13","motoring with the shelter of the snug fitting top just a couple of steps away. </s><s> Having received the best of care, the","black leather","interior waiting inside the doors is still at its best - you won''t ever tire of being surrounded by this cockpit. </s><s> It''s as"
